Movie_ID,Year,Name,anos_80,anos_90,mais_antigo,notas_recebidas,nota_media,coeficiente_popularidade
299,2001,Bridget Jones's Diary,0,0,0,59833,3.690839503284141,0.679088302050759
304,1997,King of the Hill: Season 1,0,1,0,3052,3.7152686762778506,0.48823130809549065
305,1996,Jack,0,1,0,11753,3.5995915936356675,0.5030825568588028
311,1994,Ed Wood,0,1,0,21134,3.5743351944733606,0.5318856954486451
312,2000,High Fidelity,0,0,0,52726,3.6890718051815043,0.6545790958429518
313,2000,Pay It Forward,0,0,0,66460,3.664023472765573,0.698281510567499
316,1999,Futurama: Monster Robot Maniac Fun Collection,0,1,0,2269,4.315998237108858,0.5628131961019881
329,1999,Dogma,0,1,0,56497,3.58065030001593,0.6535195479405222
330,1998,Wild Things,0,1,0,24644,3.4532543418276256,0.5283063503852918
331,1997,Chasing Amy,0,1,0,40582,3.629934453698684,0.605482358376428
334,2005,The Pacifier,0,0,0,25129,3.5359146802499106,0.5405939779443905
337,1983,Star 80,1,0,0,2180,2.9674311926605506,0.38907604432541903
341,2004,Tremors 4: The Legend Begins,0,0,0,1630,3.039263803680982,0.3964349723698175
344,1967,The Taming of the Shrew,0,0,1,2295,3.6814814814814816,0.48129971441014174
345,1998,Star Trek: Voyager: Season 5,0,1,0,3485,4.091248206599713,0.5380637187772032
348,1988,The Last Temptation of Christ,1,0,0,10632,3.426166290443943,0.4769490940070096
353,2002,Life or Something Like It,0,0,0,17596,3.2398840645601275,0.4767854791972952
356,2005,Look at Me,0,0,0,1250,3.0256,0.3933794196854313
357,2003,House of Sand and Fog,0,0,0,49769,3.4905463240169583,0.6189447112924205
358,1979,The Onion Field,0,0,1,2678,3.5448095593726663,0.46503152309107143
359,2003,Absolutely Fabulous: Series 5,0,0,0,3854,4.136481577581733,0.5451417071617171
360,1999,Lies,0,1,0,1625,2.361846153846154,0.3092982868107566
361,2004,The Phantom of the Opera: Special Edition,0,0,0,22314,3.6091691314869587,0.5403971333074288
362,2000,The Flintstones in Viva Rock Vegas,0,0,0,3647,2.4847820126131066,0.3320169004497555
367,2003,Spun,0,0,0,9710,3.1286302780638517,0.43553422344721415
371,1966,The Trouble with Angels,0,0,1,1656,3.866545893719807,0.5029167907557098
375,2003,Nine Dead Gay Guys,0,0,0,1454,3.0378266850068774,0.39564882713669186
378,2003,Party Monster,0,0,0,6374,2.8302478820207093,0.38576279887161175
381,1991,Out for Justice,0,1,0,5963,3.381854771088378,0.45529822365387307
385,2002,The Santa Clause 2,0,0,0,6647,3.6041823378967957,0.4862277241774243
390,1981,The Fan,1,0,0,4806,2.6858094049105286,0.3618299737291493
393,1998,The Replacement Killers,0,1,0,11132,3.3143190801293567,0.46427323970259277
395,1935,Captain Blood,0,0,1,1583,3.9753632343651293,0.5166618811757516
398,1976,In the Realm of the Senses,0,0,1,2373,2.7610619469026547,0.36319524072899434
400,1970,Rio Lobo,0,0,1,3304,3.8462469733656173,0.5059368176340165
401,1989,Halloween 5: The Revenge of Michael Myers,1,0,0,2967,3.625884732052578,0.47644563349139235
405,1987,Wings of Desire,1,0,0,5453,3.7753530166880616,0.5041617702929359
406,2005,Hostage,0,0,0,30233,3.7311877749479048,0.5831455565826218
408,1990,Nightbreed,0,1,0,2657,3.398569815581483,0.4461525459817917
413,2002,Igby Goes Down,0,0,0,23902,3.3950715421303657,0.5182885981241456
416,2003,Elephant,0,0,0,8578,3.0066449055723945,0.41597863334556834
418,2004,The Deal,0,0,0,1377,2.728395061728395,0.35559115439363725
420,1999,Saturday Night Live: The Best of Dana Carvey,0,1,0,3752,3.7193496801705757,0.4911477767398307
422,1964,The Unsinkable Molly Brown,0,0,1,4842,3.376290788930194,0.45075264172885965
424,1998,Happiness,0,1,0,11049,3.553986786134492,0.494812234263661
425,2000,The 10th Kingdom,0,0,0,3742,3.67076429716729,0.4848652655052378
426,2001,Recess: School's Out,0,0,0,3525,3.199716312056738,0.4235445217716023
427,1990,Graveyard Shift,0,1,0,2526,2.870942201108472,0.3778491822287974
431,2002,Millennium Actress,0,0,0,2636,3.500379362670713,0.4591740598404614
432,1996,Les Miserables in Concert,0,1,0,2182,3.9523373052245647,0.5157471725258151
433,1993,Untamed Heart,0,1,0,9435,3.5409644939056704,0.4876230826589237
436,1985,Girls Just Want to Have Fun,1,0,0,3122,3.8318385650224216,0.50346199416095
438,1997,Bean: The Movie,0,1,0,3257,3.0036843721215845,0.39741809333143097
442,1988,Mississippi Burning,1,0,0,22367,3.9139804175794697,0.5797786067833189
443,2002,Rabbit-Proof Fence,0,0,0,23384,3.922767704413274,0.5843833954790865
445,1996,Michael Collins,0,1,0,6680,3.5046407185628743,0.47353887755034924
452,2002,Scorched,0,0,0,2013,2.897665176353701,0.3795331799033076
454,1995,Xena: Warrior Princess: Season 3,0,1,0,1677,3.9033989266547406,0.5077280405624922
456,1996,Emma (Miniseries),0,1,0,2036,3.6674852652259333,0.4786148218637585
457,2004,Kill Bill: Vol. 2,0,0,0,77312,3.882734892384106,0.7634860787024021
459,1996,Basquiat,0,1,0,6253,3.4578602270909964,0.4660637574668504
463,1962,The Twilight Zone: Vol. 12,0,0,1,2185,4.105263157894737,0.535424520645022
468,2003,The Matrix: Revolutions,0,0,0,47482,3.517101217303399,0.6145460207483687
471,1931,City Lights,0,0,1,3617,4.057506220624827,0.5341753084005113
473,1997,Princess Mononoke,0,1,0,17488,3.9894784995425434,0.572818415473932
474,1998,Legend of 1900,0,1,0,2312,3.5947231833910034,0.4702002067666139
476,2004,VeggieTales Classics: Where's God When I'm Scared?,0,0,0,1577,4.14711477488903,0.5387295658555763
477,1990,George Carlin: Personal Favorites,0,1,0,1930,4.033678756476684,0.5253471400164462
482,2002,Frida,0,0,0,38431,3.731961177174677,0.6112544160114634
483,2001,Rush Hour 2,0,0,0,61852,3.441521696954019,0.6539228152976021
486,1959,Journey to the Center of the Earth,0,0,1,3417,3.635645302897278,0.4792383720855634
488,2001,His Secret Life,0,0,0,2025,3.619753086419753,0.4724386207265987
489,1998,Return to Paradise,0,1,0,4286,3.5366308912739153,0.4694736159477913
494,1983,Monty Python's The Meaning of Life: Special Edition,1,0,0,23742,4.006528514868166,0.5963786398536223
499,2000,Under Suspicion,0,0,0,4707,3.0424899086466963,0.4073627861234523
501,1975,Three Days of the Condor,0,0,1,12779,3.7912199702637137,0.5312324559208944
504,1964,The Twilight Zone: Vol. 27,0,0,1,2259,4.065958388667552,0.5306225424480042
505,1997,A Thousand Acres,0,1,0,2068,3.117021276595745,0.4079314838740004
516,2001,Monsoon Wedding,0,0,0,14657,3.7669372995838164,0.5345259718460641
517,2001,Two Can Play That Game,0,0,0,5558,3.431450161928751,0.4602927328899826
518,1969,The Prime of Miss Jean Brodie,0,0,1,2000,3.799,0.49540533558771943
524,1999,Mumford,0,1,0,5590,3.2568872987477637,0.43795232873677176
528,2005,The Hitchhiker's Guide to the Galaxy,0,0,0,20348,3.0322881855710633,0.4594900372695999
533,1991,Drop Dead Fred,0,1,0,5556,3.084053275737941,0.41560876637716976
534,2000,With a Friend Like Harry,0,0,0,4282,3.2080803362914527,0.42720655713650557
535,1960,The Alamo,0,0,1,5637,3.4780911832535035,0.46656093493011924
548,1991,Hudson Hawk,0,1,0,7258,2.975062000551116,0.4074069700634577
550,1995,First Knight,0,1,0,29749,3.4287202931190963,0.5425929487869587
551,1994,The Santa Clause,0,1,0,11466,3.242281527995814,0.4561499666449476
554,1972,Solaris,0,0,1,4971,3.1901025950512976,0.42724856816451795
561,1963,High and Low,0,0,1,2193,3.9384404924760603,0.5139975493984666
563,2001,Jimmy Neutron: Boy Genius,0,0,0,9112,3.457638279192274,0.47580331113067587
564,1990,Predator 2,0,1,0,10099,3.167640360431726,0.4418801952573392
569,1979,The In-Laws,0,0,1,3603,3.4751595892311964,0.4592345245424519
571,1999,American Beauty,0,1,0,101450,3.937732873336619,0.8530293302596018
575,1994,Highlander: Season 4,0,1,0,1978,4.030839231547017,0.5251459590692766
577,1961,The Twilight Zone: Vol. 36,0,0,1,2022,4.199307616221563,0.546962242673913
579,1973,The Autobiography of Miss Jane Pittman,0,0,1,1772,3.9779909706546275,0.5176455622971521
580,1971,THX 1138: Special Edition,0,0,1,6382,3.1076465057975557,0.42146510694472406
582,1986,Jo Jo Dancer,1,0,0,2061,2.961183891314896,0.38786603033665096
585,1995,My Family,0,1,0,1637,3.763591936469151,0.4896114349806144
586,1995,Shanghai Triad,0,1,0,1850,3.3205405405405406,0.43336034894145153
588,1990,Blue Planet: IMAX,0,1,0,1502,3.4387483355525967,0.44737353432951626
599,1989,Sea of Love,1,0,0,8928,3.4875672043010755,0.47902367720364925
600,1966,What's Up,0,0,1,2586,3.2196442382057233,0.42289916183314874
607,1994,Speed,0,1,0,79476,3.5449821329709597,0.7274427838340386
615,1999,An Ideal Husband,0,1,0,11619,3.493071692916774,0.4889256907876613
621,1997,Armageddon,0,1,0,5981,3.8928272864069555,0.521073573564829
629,1984,Firestarter,1,0,0,11406,3.568998772575837,0.4979625884947257
631,2005,Unleashed,0,0,0,5655,3.6445623342175066,0.4880315314469701
636,1980,Stir Crazy,1,0,0,12882,3.488588728458314,0.49266433969614026
638,1985,The Last Dragon,1,0,0,3756,3.498136315228967,0.46271219858813717
643,2002,Buying the Cow,0,0,0,2744,3.1592565597667637,0.41567280210051016
645,2004,Dear Frankie,0,0,0,5882,3.9233253995239714,0.5246575524473808
646,1987,Matewan,1,0,0,3312,3.847524154589372,0.5061284030077897
652,1996,Marvin's Room,0,1,0,4747,3.3048240994312197,0.44123705761987947
657,1996,Highlander: Season 5,0,1,0,1797,4.039510294936004,0.5256426980845492
658,1991,Robin Hood: Prince of Thieves,0,1,0,39797,3.619795461969495,0.6014963873441741
659,1972,The Last House on the Left,0,0,1,2420,2.7760330578512398,0.3652811880314244
660,2000,Saving Grace,0,0,0,15725,3.767631160572337,0.5382641491368131
661,2002,Who is Cletis Tout?,0,0,0,2847,3.238847910080787,0.426260594785531
662,1995,Rob Roy,0,1,0,10525,3.575771971496437,0.49582362249630874
668,2004,Saturday Night Live: The Best of Will Ferrell 2,0,0,0,4951,3.9377903453847707,0.5233369563704475
670,2002,He Loves Me,0,0,0,5407,3.5100795265396707,0.46988898919598016
672,1991,He Said,0,1,0,4328,3.0690850277264325,0.4094881669779128
674,1988,Hellbound: Hellraiser II,1,0,0,7242,3.3646782656724663,0.45745907981299155
676,1998,Mafia!,0,1,0,2185,3.0471395881006864,0.3993440615500475
677,2001,In the Mood for Love,0,0,0,4462,3.7456297624383685,0.4969533340071434
680,2000,Better Than Sex,0,0,0,1918,3.002085505735141,0.39263762521371914
681,1986,Police Academy 3: Back in Training,1,0,0,3889,3.4818719465158137,0.46107492167818115
682,1998,The Mighty,0,1,0,3906,3.742447516641065,0.4946444428657844
686,2000,Bedazzled,0,0,0,13788,3.0630258195532347,0.44103008142553585
689,1998,One True Thing,0,1,0,7747,3.3916354717955337,0.4626513131763876
692,1992,The Hand that Rocks the Cradle,0,1,0,29499,3.495135428319604,0.5502801438939177
693,1996,The Quest,0,1,0,2228,3.033213644524237,0.39770002366445467
696,1996,Last Man Standing,0,1,0,6266,3.3884455793169486,0.4571810713442047
700,1997,Todd McFarlane's Spawn,0,1,0,4131,3.6402808036794965,0.4822739846385026
705,1989,Major League,1,0,0,35455,3.6326611197292342,0.5883160461942522
707,2003,The Return,0,0,0,1555,3.49967845659164,0.45539056053999616
708,2000,The Perfect Storm,0,0,0,59578,3.366175433884991,0.6364634965376073
711,1994,Dolores Claiborne,0,1,0,13858,3.591066531967095,0.5091781584153865
717,2004,Testosterone,0,0,0,1212,2.886963696369637,0.37542020400273995
720,1989,Roger & Me,1,0,0,20433,3.8168159350070963,0.560674994576114
722,2003,The Wire: Season 1,0,0,0,3921,4.05330272889569,0.5346733668879181
723,1991,Curly Sue,0,1,0,12687,2.9877827697643258,0.427591723835883
725,2004,Woman Thou Art Loosed,0,0,0,3015,3.577777777777778,0.47042281436964345
730,1988,Bagdad Cafe,1,0,0,3573,3.8194794290512175,0.5034134344934285
731,1997,Mr. Magoo,0,1,0,1851,2.507293354943274,0.32877574433211604
732,2005,11:14,0,0,0,1699,3.2601530311948204,0.4250782774509613
733,1988,Dead Ringers,1,0,0,2371,3.418388865457613,0.4477242324343459
734,1992,Indochine,0,1,0,5236,3.7941176470588234,0.5058335989657355
746,2001,Domestic Disturbance,0,0,0,19419,3.481229723466708,0.5140523325639609
748,2002,I Can Do Bad All By Myself,0,0,0,2063,3.765390208434319,0.49129817981620255
749,1990,Ernest Goes to Jail,0,1,0,3127,2.2219379597057882,0.29643708352958753
750,2004,The Librarian: Quest for the Spear,0,0,0,1563,3.54638515674984,0.4614246296931132
751,1998,Halloween: H2O,0,1,0,8970,3.1636566332218505,0.4375105098266718
752,1993,Star Trek: The Next Generation: Season 7,0,1,0,7478,4.250601765177855,0.5721999919102569
754,1984,The Lonely Guy,1,0,0,1930,3.201036269430052,0.41826477730020833
758,2004,Mean Girls,0,0,0,67116,3.4985994397759104,0.6792483764822991
759,2001,Fifteen Minutes,0,0,0,14705,3.1877592655559335,0.4602045169053159
760,2005,Pooh's Heffalump Movie,0,0,0,5838,3.790339157245632,0.5074044657743549
761,2000,O Fantasma,0,0,0,1224,2.6413398692810457,0.34387264025943765
762,2004,End of the Century: The Story of the Ramones,0,0,0,1562,3.941101152368758,0.5121838417834018
763,1972,The Poseidon Adventure,0,0,1,11328,3.488877118644068,0.4873920112057356
774,2003,Foyle's War: Set 2,0,0,0,1506,4.116201859229748,0.5345114168469726
788,1994,Clerks,0,1,0,47516,3.765952521255998,0.6466658198209077
789,1991,Boyz N the Hood,0,1,0,28044,3.779703323349023,0.5819059540993923
798,1975,Jaws,0,0,1,68535,3.885503757204348,0.7338545550350066
807,1959,The Mouse That Roared,0,0,1,2519,3.593092497022628,0.47069773055987135
808,1998,Dead Man on Campus,0,1,0,3461,3.2143889049407686,0.42521283394934434
809,2002,Left Behind II: Tribulation Force,0,0,0,2897,3.5239903348291337,0.46310229563425986
811,1992,The Lawnmower Man,0,1,0,10895,2.9751262046810463,0.4198414495714949
817,1980,My Bodyguard,1,0,0,4567,3.532734836873221,0.46993263044604333
818,1976,Logan's Run,0,0,1,13053,3.477361526085957,0.491804701140818
819,1998,The Faculty,0,1,0,14949,3.1231520503043684,0.45272933047939123
822,2001,Star Trek: Enterprise: Season 1,0,0,0,3139,4.056705957311245,0.5324392490271711
825,1983,Bill Cosby: Himself,1,0,0,4703,4.137359132468637,0.5481552701803697
829,1995,Serial Mom,0,1,0,8403,3.1568487444960134,0.4346977584945772
831,1987,Mannequin,1,0,0,18417,3.196340337731444,0.473990558067131
832,2003,Tupac: Resurrection,0,0,0,2367,3.701309674693705,0.4840957243005456
833,1996,White Squall,0,1,0,7526,3.4872442200372045,0.4741920478451888
840,1941,The Lady Eve,0,0,1,2889,3.832467982000692,0.5027468697206937
843,1999,Mansfield Park,0,1,0,9179,3.7041072012201766,0.5077294711392207
846,2004,Enduring Love,0,0,0,2601,2.691657054978854,0.3550483811175193
850,2002,Stoked: The Rise and Fall of Gator,0,0,0,1454,3.3885832187070153,0.44075802940667513
851,1990,Back to the Future Part III,0,1,0,20916,3.906196213425129,0.5738200098236876
859,1982,Creepshow,1,0,0,10613,3.453029303684161,0.48033890829239695
862,2002,Tuck Everlasting,0,0,0,15032,3.476317189994678,0.4984318715118625
872,1954,Seven Samurai,0,0,1,22572,4.193646996278575,0.6164456590390294
883,1992,Deep Cover,0,1,0,4015,3.5579078455790785,0.47128404605644636
886,2004,Ray,0,0,0,63114,4.148952688785372,0.7492140631410523
889,2004,Reno 911: Season 2,0,0,0,2430,4.010699588477366,0.5241002003892511
894,1999,The Muse,0,1,0,4523,2.7366791952244087,0.36740520450494396
895,1975,Dersu Uzala,0,0,1,1729,3.89358010410642,0.5066429503493014
896,1995,Dangerous Minds,0,1,0,27758,3.4170329274443403,0.5342874128066502
897,2004,Bride and Prejudice,0,0,0,8114,3.291841262016268,0.45107113087734196
900,1994,Eat Drink Man Woman,0,1,0,8842,3.925469350825605,0.5350464515867992
907,1930,Animal Crackers,0,0,1,4297,4.0323481498720035,0.5332631403924046
908,1981,Sense and Sensibility,1,0,0,9909,4.195983449389444,0.5734815656544764
918,1964,A Hard Day's Night: Collector's Series,0,0,1,6221,3.921877511654075,0.5256295780772448
919,2002,Comedian,0,0,0,7876,3.2370492635855763,0.4432114272371066
931,1998,Another Day in Paradise,0,1,0,1626,3.0473554735547355,0.39746193877158315
937,1998,Fallen,0,1,0,20755,3.7022886051553843,0.5470463051252044
940,1997,Hercules,0,1,0,15771,3.6814406188573967,0.5273367398433008
942,1994,The Pagemaster,0,1,0,3019,2.990062934746605,0.3948531482709989
952,1940,My Favorite Wife,0,0,1,2078,3.9898941289701635,0.5202218570070772
953,1966,Fahrenheit 451,0,0,1,6031,3.4223180235450172,0.4607343481953524
954,2003,I Capture the Castle,0,0,0,5947,3.3151168656465444,0.4466606994013674
956,1994,Blankman,0,1,0,2933,2.547221275144903,0.3376074680954432
961,1957,Love in the Afternoon,0,0,1,1804,3.5570953436807096,0.46362542191653594
962,2002,I Spy,0,0,0,17941,3.0915222116938854,0.4588840677542123
963,1951,A Streetcar Named Desire,0,0,1,28116,3.8578745198463507,0.5922051922503309
964,2001,The Tick: The Entire Series,0,0,0,2385,3.640251572327044,0.4763048185367131
971,2002,Unprecedented: The 2000 Presidential Election,0,0,0,2109,3.760075865339023,0.49077189053569553
977,2000,Our Lady of the Assassins,0,0,0,1575,2.777142857142857,0.3625368760466782
978,2000,Yi Yi,0,0,0,1658,3.324487334137515,0.4332119383625349
985,1999,The Mummy,0,1,0,68783,3.6241949318872395,0.7010961357523784
986,2002,The Trip,0,0,0,2384,3.43498322147651,0.4499027730498243
988,1951,Operation Pacific,0,0,1,1590,3.757861635220126,0.48871390617884214
989,2004,The Door in the Floor,0,0,0,11799,3.0913636748877025,0.43787884027816415
990,1941,Meet John Doe,0,0,1,2607,3.7598772535481397,0.49244782139119775
992,1972,The Cowboys,0,0,1,5610,3.918181818181818,0.5230667410354778
993,1994,The Shadow,0,1,0,3140,3.0238853503184715,0.39961630549266586
994,1984,Children of the Corn,1,0,0,12498,3.2128340534485518,0.4558888058018681
996,1961,Yojimbo,0,0,1,8968,4.021297948260481,0.5478010248691668
1001,2001,Blow Dry,0,0,0,4898,3.292976725193957,0.4402293293164215
1011,1983,All the Right Moves,1,0,0,7544,3.2865853658536586,0.4484477244092192
1012,1960,13 Ghosts,0,0,1,6560,3.595731707317073,0.48484368166344294
1020,1989,The Simpsons: Season 1,1,0,0,17933,4.297105894161602,0.6139013682640209
1021,1984,Cloak & Dagger,1,0,0,3219,3.7225846536191365,0.4897427570803795
1022,1993,The Snapper,0,1,0,3413,3.2859654263111633,0.43425396733636423
1026,1985,Silver Bullet,1,0,0,7241,3.393592045297611,0.4611741328736498
1027,1993,Rising Sun,0,1,0,17808,3.4065588499550765,0.4989450871887374
1032,1992,Hard Boiled,0,1,0,3310,3.869788519637462,0.508984888493417
1035,1994,Disclosure,0,1,0,16129,3.4716969433938867,0.5015857073836625
1043,1987,Outrageous Fortune,1,0,0,4549,3.281600351725654,0.4375738676383187
1044,1968,The Party,0,0,1,2189,3.425308359981727,0.44799229353220094
1045,1988,For Keeps,1,0,0,2391,3.54788791300711,0.464446848137155
1046,2003,Uptown Girls,0,0,0,29670,3.360768452982811,0.5335840592786016
1047,2000,Aimee and Jaguar,0,0,0,1901,3.5791688584955286,0.4667956077367325
1050,1982,Annie: Special Anniversary Edition,1,0,0,12154,3.7302945532335032,0.5212617318742406
1055,1977,The Duellists,0,0,1,1515,3.3003300330033003,0.429616602051599
1058,1972,Play it Again,0,0,1,4811,3.7252130534192474,0.4955200319676257
1060,2005,King's Ransom,0,0,0,4901,2.916955723321771,0.3918812285582572
1066,1978,Superman: The Movie,0,0,1,32244,3.755117231112765,0.5930938243994086
1068,1998,Ringu,0,1,0,5026,3.333267011539992,0.4458482062701332
1073,2005,Coach Carter,0,0,0,33037,4.028543753972818,0.6309673400684299
1074,1946,The Postman Always Rings Twice,0,0,1,2111,3.7261961155850307,0.48642160325936473
